run_id,design_id,manifest_row,model_id,provider,benchmark_id,item_id,native_metric,ok,answer,answer_key,exact_match,native_score,confidence,validation_errors
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,91,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Disappointment,Delight,False,,80,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,92,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,True,Gratitude & Joy,Gratitude & Joy,True,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,93,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,True,Delight,Delight,True,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,94,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,Relief,Relief,True,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,95,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,True,Amusement,Amusement,True,,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,96,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q001,eqbench_v2_fullscale_score,True,Remorseful: 2; Indifferent: 1; Affectionate: 3; Annoyed: 8,"{""Affectionate"": 0, ""Annoyed"": 7, ""Indifferent"": 6, ""Remorseful"": 0}",False,4.606464,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,97,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q002,eqbench_v2_fullscale_score,True,Sympathetic: 0; Incredulous: 8; Intimidated: 2; Defensive: 9,"{""Defensive"": 7, ""Incredulous"": 8, ""Intimidated"": 3, ""Sympathetic"": 0}",False,9.466514,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,98,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q003,eqbench_v2_fullscale_score,True,Hopeful: 0; Threatened: 8; Pity: 3; Defiant: 9,"{""Defiant"": 9, ""Hopeful"": 0, ""Pity"": 0, ""Threatened"": 8}",False,8.875019,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,99,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q004,eqbench_v2_fullscale_score,True,Defensive: 3; Empathy: 2; Fear: 0; Condescension: 6,"{""Condescension"": 5, ""Defensive"": 7, ""Empathy"": 0, ""Fear"": 0}",False,7.036489,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,100,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q005,eqbench_v2_fullscale_score,True,Angry: 7; Insecure: 6; Confident: 2; Indifferent: 1,"{""Angry"": 7, ""Confident"": 3, ""Indifferent"": 0, ""Insecure"": 5}",False,9.612212,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,101,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q006,eqbench_v2_fullscale_score,True,Offended: 3; Unperturbed: 7; Amused: 5; Guilt: 1,"{""Amused"": 6, ""Guilt"": 0, ""Offended"": 4, ""Unperturbed"": 7}",False,9.612212,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,102,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q007,eqbench_v2_fullscale_score,True,Intimidated: 2; Respect: 7; Disbelief: 3; Arrogant: 6,"{""Arrogant"": 4, ""Disbelief"": 3, ""Intimidated"": 0, ""Respect"": 0}",False,3.957653,80,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,103,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q008,eqbench_v2_fullscale_score,True,Relief: 0; Resentment: 2; Surprise: 1; Frustration: 8,"{""Frustration"": 8, ""Relief"": 0, ""Resentment"": 3, ""Surprise"": 2}",False,9.741475,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,104,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q009,eqbench_v2_fullscale_score,True,Embarrassment: 3; Anger: 5; Indifference: 0; Defensiveness: 8,"{""Anger"": 3, ""Defensiveness"": 7, ""Embarrassment"": 4, ""Indifference"": 0}",False,9.337251,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,105,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q010,eqbench_v2_fullscale_score,True,Liberated: 0; Offended: 8; Uninterested: 1; Defensive: 9,"{""Defensive"": 9, ""Liberated"": 0, ""Offended"": 7, ""Uninterested"": 0}",False,9.741475,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,106,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,True,Relieved: 2; Resigned: 9; Joyful: 0; Indignant: 4,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,9.06229,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,107,deepseek/deepseek-v3.2,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,True,Disbelief: 7; Irritation: 6; Admiration: 2; Indifference: 3,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,7.345814,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,108,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,109,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,True,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,110,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,111,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,112,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,Discuss her concerns with her daughter,Discuss her concerns with her daughter,True,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,113,deepseek/deepseek-v3.2,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Express forgiveness and understanding,Mention that it's okay as the t-shirt didn't have any value to him,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,114,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Embarrassment,Delight,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,115,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Embarrassment,Delight,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,116,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,True,Gratitude & Joy,Gratitude & Joy,True,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,117,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,True,Delight,Delight,True,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,118,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,Relief,Relief,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,119,deepseek/deepseek-v3.2,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,True,Amusement,Amusement,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,120,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q001,eqbench_v2_fullscale_score,False,Remorseful: 2; Indifferent: 5; Affectionate: 2; Annoyed: 8,"{""Affectionate"": 0, ""Annoyed"": 7, ""Indifferent"": 6, ""Remorseful"": 0}",False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,121,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q002,eqbench_v2_fullscale_score,False,,"{""Defensive"": 7, ""Incredulous"": 8, ""Intimidated"": 3, ""Sympathetic"": 0}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,122,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q003,eqbench_v2_fullscale_score,False,,"{""Defiant"": 9, ""Hopeful"": 0, ""Pity"": 0, ""Threatened"": 8}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,123,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q004,eqbench_v2_fullscale_score,True,8; 2; 0; 4} -> {,"{""Condescension"": 5, ""Defensive"": 7, ""Empathy"": 0, ""Fear"": 0}",False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,124,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q005,eqbench_v2_fullscale_score,False,8; 6; 2; 1,"{""Angry"": 7, ""Confident"": 3, ""Indifferent"": 0, ""Insecure"": 5}",False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,125,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q006,eqbench_v2_fullscale_score,False,,"{""Amused"": 6, ""Guilt"": 0, ""Offended"": 4, ""Unperturbed"": 7}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,126,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q007,eqbench_v2_fullscale_score,False,,"{""Arrogant"": 4, ""Disbelief"": 3, ""Intimidated"": 0, ""Respect"": 0}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,127,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q008,eqbench_v2_fullscale_score,False,,"{""Frustration"": 8, ""Relief"": 0, ""Resentment"": 3, ""Surprise"": 2}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,128,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q009,eqbench_v2_fullscale_score,True,2; 6; 1; 8} -> {,"{""Anger"": 3, ""Defensiveness"": 7, ""Embarrassment"": 4, ""Indifference"": 0}",False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,129,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q010,eqbench_v2_fullscale_score,False,,"{""Defensive"": 9, ""Liberated"": 0, ""Offended"": 7, ""Uninterested"": 0}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,130,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,False,Relieved: 2; Resigned: 8; Joyful: 0; Indignant: 6,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,131,meta-llama/llama-4-maverick,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,False,,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,,,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,132,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,1,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,133,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,False,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,134,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,1,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,135,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,1,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,136,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,"Discuss her concerns with her daughter} is not valid, I will return: {",Discuss her concerns with her daughter,False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,137,meta-llama/llama-4-maverick,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Express forgiveness and understanding,Mention that it's okay as the t-shirt didn't have any value to him,False,,1,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,138,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Pride,Delight,False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,139,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Disappointment,Delight,False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,140,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,False,Gratitude & Anger,Gratitude & Joy,False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,141,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,False,Delight,Delight,False,,,invalid_reason
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,142,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,"Relief} is not valid JSON, here is the correct response: {",Relief,False,,0,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,143,meta-llama/llama-4-maverick,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,False,Amusement,Amusement,False,,,invalid_reason
