manifest_row,run_id,model_id,provider,language,story_id,persona_id,persona_label,temperature,repetition,prompt_template,response_schema,should_compare_to_human_primary,notes
263,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
264,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
265,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
266,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
267,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
268,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
269,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
270,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
271,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
272,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
273,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
274,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
275,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
276,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
277,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
278,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
279,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
280,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
281,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
282,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
283,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
284,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
285,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
286,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
287,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
288,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
289,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
290,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
291,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
292,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
293,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
294,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
295,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
296,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
297,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
298,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
299,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
300,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
301,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
302,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
303,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
304,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
305,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
306,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
307,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
308,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
309,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
310,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
311,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
312,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
313,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
314,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
315,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
316,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
317,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
318,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
319,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
320,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
321,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
322,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
323,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
324,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
325,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
326,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
327,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
328,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
329,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
330,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
331,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
332,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
333,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
334,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
335,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
336,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
337,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
338,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
339,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
340,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
341,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
342,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
343,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
344,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
345,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
346,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
347,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
348,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
349,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
350,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
351,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
352,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
353,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
354,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
355,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
356,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
357,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
358,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
359,iceccme2026_secondary_persona_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
360,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
361,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
362,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
363,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
364,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
365,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
366,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
367,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
368,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
369,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
370,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
371,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
372,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
373,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
374,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
375,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
376,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
377,iceccme2026_secondary_persona_v1,google/gemini-2.5-pro,openrouter,ja,T1,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
