run_id,model_id,provider,language,story_id,persona_id,persona_label,temperature,repetition,prompt_template,response_schema,should_compare_to_human_primary,notes
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T1,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T2,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,en,T3,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T1,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T2,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,anthropic/claude-sonnet-4.5,openrouter,zh,T3,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T1,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T2,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,ja,T3,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T1,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,9,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T2,p0,neutral_reader,0.4,10,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,6,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,7,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
iceccme2026_primary_neutral_v1,google/gemini-2.5-pro,openrouter,en,T3,p0,neutral_reader,0.4,8,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
