model_id,story_id,condition_id,persona_id,temperature,temperature_label,emotion,n_attempts,n_valid_scores,mean_score,median_score,sd_score,var_score,min_score,max_score,mean_abs_dev_from_median,n_missing_scores
deepseek/deepseek-v3.2,T1,C01,p1,0.1,t01,surprise,5,5,58.0,60.0,9.273618,107.5,40.0,65.0,6.0,0
deepseek/deepseek-v3.2,T1,C02,p1,0.4,t04,anger,5,5,9.0,5.0,4.898979,30.0,5.0,15.0,4.0,0
deepseek/deepseek-v3.2,T1,C02,p1,0.4,t04,interest,5,5,72.0,75.0,4.0,20.0,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T1,C02,p1,0.4,t04,sadness,5,5,12.0,10.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C02,p1,0.4,t04,surprise,5,5,60.0,60.0,5.477226,37.5,50.0,65.0,4.0,0
deepseek/deepseek-v3.2,T1,C03,p1,0.7,t07,anger,5,5,9.0,5.0,4.898979,30.0,5.0,15.0,4.0,0
deepseek/deepseek-v3.2,T1,C03,p1,0.7,t07,interest,5,5,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
deepseek/deepseek-v3.2,T1,C03,p1,0.7,t07,sadness,5,5,12.0,10.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C03,p1,0.7,t07,surprise,5,5,63.0,65.0,2.44949,7.5,60.0,65.0,2.0,0
deepseek/deepseek-v3.2,T1,C04,p1,0.9,t09,anger,5,5,7.0,5.0,2.44949,7.5,5.0,10.0,2.0,0
deepseek/deepseek-v3.2,T1,C04,p1,0.9,t09,interest,5,5,74.0,75.0,3.741657,17.5,70.0,80.0,3.0,0
deepseek/deepseek-v3.2,T1,C04,p1,0.9,t09,sadness,5,5,11.0,10.0,4.898979,30.0,5.0,20.0,3.0,0
deepseek/deepseek-v3.2,T1,C04,p1,0.9,t09,surprise,5,5,53.0,60.0,10.77033,145.0,40.0,65.0,9.0,0
deepseek/deepseek-v3.2,T1,C05,p2,0.1,t01,anger,5,5,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0
deepseek/deepseek-v3.2,T1,C05,p2,0.1,t01,interest,5,5,70.0,70.0,4.472136,25.0,65.0,75.0,4.0,0
deepseek/deepseek-v3.2,T1,C05,p2,0.1,t01,sadness,5,5,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0
deepseek/deepseek-v3.2,T1,C05,p2,0.1,t01,surprise,5,5,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0
deepseek/deepseek-v3.2,T1,C06,p2,0.4,t04,anger,5,5,8.0,5.0,6.0,45.0,5.0,20.0,3.0,0
deepseek/deepseek-v3.2,T1,C06,p2,0.4,t04,interest,5,5,72.0,75.0,4.0,20.0,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T1,C06,p2,0.4,t04,sadness,5,5,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0
deepseek/deepseek-v3.2,T1,C06,p2,0.4,t04,surprise,5,5,44.0,40.0,8.0,80.0,40.0,60.0,4.0,0
deepseek/deepseek-v3.2,T1,C07,p2,0.7,t07,anger,5,5,6.0,5.0,2.0,5.0,5.0,10.0,1.0,0
deepseek/deepseek-v3.2,T1,C07,p2,0.7,t07,interest,5,5,75.0,75.0,6.324555,50.0,65.0,85.0,4.0,0
deepseek/deepseek-v3.2,T1,C07,p2,0.7,t07,sadness,5,5,8.0,10.0,4.0,20.0,0.0,10.0,2.0,0
deepseek/deepseek-v3.2,T1,C07,p2,0.7,t07,surprise,5,5,53.0,60.0,10.77033,145.0,40.0,65.0,9.0,0
deepseek/deepseek-v3.2,T1,C08,p2,0.9,t09,anger,5,5,11.0,10.0,5.830952,42.5,5.0,20.0,5.0,0
deepseek/deepseek-v3.2,T1,C08,p2,0.9,t09,interest,5,5,69.0,65.0,4.898979,30.0,65.0,75.0,4.0,0
deepseek/deepseek-v3.2,T1,C08,p2,0.9,t09,sadness,5,5,11.0,10.0,2.0,5.0,10.0,15.0,1.0,0
deepseek/deepseek-v3.2,T1,C08,p2,0.9,t09,surprise,5,5,48.0,40.0,9.797959,120.0,40.0,60.0,8.0,0
deepseek/deepseek-v3.2,T1,C09,p3,0.1,t01,anger,5,5,9.0,10.0,2.0,5.0,5.0,10.0,1.0,0
deepseek/deepseek-v3.2,T1,C09,p3,0.1,t01,interest,5,5,77.0,75.0,4.0,20.0,75.0,85.0,2.0,0
deepseek/deepseek-v3.2,T1,C09,p3,0.1,t01,sadness,5,5,24.0,20.0,10.198039,130.0,10.0,40.0,8.0,0
deepseek/deepseek-v3.2,T1,C09,p3,0.1,t01,surprise,5,5,64.0,65.0,3.741657,17.5,60.0,70.0,3.0,0
deepseek/deepseek-v3.2,T1,C10,p3,0.4,t04,anger,5,5,9.0,10.0,2.0,5.0,5.0,10.0,1.0,0
deepseek/deepseek-v3.2,T1,C10,p3,0.4,t04,interest,5,5,79.0,80.0,5.830952,42.5,70.0,85.0,5.0,0
deepseek/deepseek-v3.2,T1,C10,p3,0.4,t04,sadness,5,5,20.0,20.0,6.324555,50.0,10.0,30.0,4.0,0
deepseek/deepseek-v3.2,T1,C10,p3,0.4,t04,surprise,5,5,66.0,70.0,4.898979,30.0,60.0,70.0,4.0,0
deepseek/deepseek-v3.2,T1,C11,p3,0.7,t07,anger,5,5,12.0,10.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C11,p3,0.7,t07,interest,5,5,77.0,75.0,5.09902,32.5,70.0,85.0,4.0,0
deepseek/deepseek-v3.2,T1,C11,p3,0.7,t07,sadness,5,5,18.0,20.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C11,p3,0.7,t07,surprise,5,5,62.0,65.0,11.224972,157.5,40.0,70.0,7.0,0
deepseek/deepseek-v3.2,T1,C12,p3,0.9,t09,anger,5,5,10.0,10.0,3.162278,12.5,5.0,15.0,2.0,0
deepseek/deepseek-v3.2,T1,C12,p3,0.9,t09,interest,5,5,79.0,85.0,7.348469,67.5,70.0,85.0,6.0,0
deepseek/deepseek-v3.2,T1,C12,p3,0.9,t09,sadness,5,5,18.0,20.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C12,p3,0.9,t09,surprise,5,5,66.0,65.0,3.741657,17.5,60.0,70.0,3.0,0
deepseek/deepseek-v3.2,T1,C13,p4,0.1,t01,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C13,p4,0.1,t01,interest,5,5,40.0,40.0,3.162278,12.5,35.0,45.0,2.0,0
deepseek/deepseek-v3.2,T1,C13,p4,0.1,t01,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C13,p4,0.1,t01,surprise,5,5,18.0,20.0,7.483315,70.0,10.0,30.0,6.0,0
deepseek/deepseek-v3.2,T1,C14,p4,0.4,t04,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C14,p4,0.4,t04,interest,5,5,35.0,35.0,3.162278,12.5,30.0,40.0,2.0,0
deepseek/deepseek-v3.2,T1,C14,p4,0.4,t04,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C14,p4,0.4,t04,surprise,5,5,12.0,10.0,4.0,20.0,10.0,20.0,2.0,0
deepseek/deepseek-v3.2,T1,C15,p4,0.7,t07,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C15,p4,0.7,t07,interest,5,5,34.0,40.0,9.69536,117.5,20.0,45.0,8.0,0
deepseek/deepseek-v3.2,T1,C15,p4,0.7,t07,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek/deepseek-v3.2,T1,C15,p4,0.7,t07,surprise,5,5,14.0,10.0,4.898979,30.0,10.0,20.0,4.0,0
deepseek/deepseek-v3.2,T1,C16,p4,0.9,t09,anger,5,5,2.0,0.0,4.0,20.0,0.0,10.0,2.0,0
deepseek/deepseek-v3.2,T1,C16,p4,0.9,t09,interest,5,5,45.0,40.0,7.745967,75.0,40.0,60.0,5.0,0
deepseek/deepseek-v3.2,T1,C16,p4,0.9,t09,sadness,5,5,1.0,0.0,2.0,5.0,0.0,5.0,1.0,0
deepseek/deepseek-v3.2,T1,C16,p4,0.9,t09,surprise,5,5,22.0,20.0,7.483315,70.0,10.0,30.0,6.0,0
deepseek/deepseek-v3.2,T2,C01,p1,0.1,t01,anger,5,5,30.0,30.0,6.324555,50.0,20.0,40.0,4.0,0
deepseek/deepseek-v3.2,T2,C01,p1,0.1,t01,interest,5,5,83.0,85.0,4.0,20.0,75.0,85.0,2.0,0
deepseek/deepseek-v3.2,T2,C01,p1,0.1,t01,sadness,5,5,18.0,20.0,7.483315,70.0,10.0,30.0,6.0,0
deepseek/deepseek-v3.2,T2,C01,p1,0.1,t01,surprise,5,5,88.0,90.0,4.0,20.0,80.0,90.0,2.0,0
deepseek/deepseek-v3.2,T2,C02,p1,0.4,t04,anger,5,5,32.0,30.0,7.483315,70.0,20.0,40.0,6.0,0
deepseek/deepseek-v3.2,T2,C02,p1,0.4,t04,interest,5,5,79.0,75.0,4.898979,30.0,75.0,85.0,4.0,0
deepseek/deepseek-v3.2,T2,C02,p1,0.4,t04,sadness,5,5,20.0,20.0,8.944272,100.0,10.0,30.0,8.0,0
deepseek/deepseek-v3.2,T2,C02,p1,0.4,t04,surprise,5,5,86.0,85.0,3.741657,17.5,80.0,90.0,3.0,0
deepseek/deepseek-v3.2,T2,C03,p1,0.7,t07,anger,5,5,17.0,10.0,12.489996,195.0,5.0,40.0,9.0,0
deepseek/deepseek-v3.2,T2,C03,p1,0.7,t07,interest,5,5,81.0,85.0,5.830952,42.5,70.0,85.0,4.0,0
deepseek/deepseek-v3.2,T2,C03,p1,0.7,t07,sadness,5,5,14.0,10.0,9.69536,117.5,5.0,30.0,8.0,0
deepseek/deepseek-v3.2,T2,C03,p1,0.7,t07,surprise,5,5,88.0,90.0,2.44949,7.5,85.0,90.0,2.0,0
deepseek/deepseek-v3.2,T2,C04,p1,0.9,t09,anger,5,5,18.0,20.0,7.483315,70.0,5.0,25.0,6.0,0
deepseek/deepseek-v3.2,T2,C04,p1,0.9,t09,interest,5,5,79.0,80.0,5.830952,42.5,70.0,85.0,5.0,0
deepseek/deepseek-v3.2,T2,C04,p1,0.9,t09,sadness,5,5,10.0,10.0,3.162278,12.5,5.0,15.0,2.0,0
deepseek/deepseek-v3.2,T2,C04,p1,0.9,t09,surprise,5,5,83.0,80.0,4.0,20.0,80.0,90.0,3.0,0
deepseek/deepseek-v3.2,T2,C05,p2,0.1,t01,anger,5,5,20.0,20.0,6.324555,50.0,10.0,30.0,4.0,0
deepseek/deepseek-v3.2,T2,C05,p2,0.1,t01,interest,5,5,77.0,75.0,4.0,20.0,75.0,85.0,2.0,0
deepseek/deepseek-v3.2,T2,C05,p2,0.1,t01,sadness,5,5,10.0,10.0,3.162278,12.5,5.0,15.0,2.0,0
deepseek/deepseek-v3.2,T2,C05,p2,0.1,t01,surprise,5,5,83.0,80.0,4.0,20.0,80.0,90.0,3.0,0
deepseek/deepseek-v3.2,T2,C06,p2,0.4,t04,anger,5,5,17.0,15.0,2.44949,7.5,15.0,20.0,2.0,0
deepseek/deepseek-v3.2,T2,C06,p2,0.4,t04,interest,5,5,75.0,75.0,3.162278,12.5,70.0,80.0,2.0,0
deepseek/deepseek-v3.2,T2,C06,p2,0.4,t04,sadness,5,5,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0
deepseek/deepseek-v3.2,T2,C06,p2,0.4,t04,surprise,5,5,83.0,85.0,2.44949,7.5,80.0,85.0,2.0,0
deepseek/deepseek-v3.2,T2,C07,p2,0.7,t07,anger,5,5,13.0,15.0,4.0,20.0,5.0,15.0,2.0,0
deepseek/deepseek-v3.2,T2,C07,p2,0.7,t07,interest,5,5,74.0,75.0,6.63325,55.0,65.0,85.0,5.0,0
deepseek/deepseek-v3.2,T2,C07,p2,0.7,t07,sadness,5,5,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0
deepseek/deepseek-v3.2,T2,C07,p2,0.7,t07,surprise,5,5,85.0,85.0,3.162278,12.5,80.0,90.0,2.0,0
deepseek/deepseek-v3.2,T2,C08,p2,0.9,t09,anger,5,5,13.0,15.0,5.09902,32.5,5.0,20.0,4.0,0
deepseek/deepseek-v3.2,T2,C08,p2,0.9,t09,interest,5,5,80.0,85.0,6.324555,50.0,70.0,85.0,5.0,0
deepseek/deepseek-v3.2,T2,C08,p2,0.9,t09,sadness,5,5,11.0,5.0,9.69536,117.5,5.0,30.0,6.0,0
deepseek/deepseek-v3.2,T2,C08,p2,0.9,t09,surprise,5,5,76.0,75.0,3.741657,17.5,70.0,80.0,3.0,0
deepseek/deepseek-v3.2,T2,C09,p3,0.1,t01,anger,5,5,23.0,15.0,14.0,245.0,10.0,40.0,12.0,0
deepseek/deepseek-v3.2,T2,C09,p3,0.1,t01,interest,5,5,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
deepseek/deepseek-v3.2,T2,C09,p3,0.1,t01,sadness,5,5,22.0,20.0,6.78233,57.5,15.0,30.0,6.0,0
deepseek/deepseek-v3.2,T2,C09,p3,0.1,t01,surprise,5,5,90.0,90.0,0.0,0.0,90.0,90.0,0.0,0
deepseek/deepseek-v3.2,T2,C10,p3,0.4,t04,anger,5,5,26.0,30.0,9.69536,117.5,15.0,40.0,8.0,0
deepseek/deepseek-v3.2,T2,C10,p3,0.4,t04,interest,5,5,84.0,85.0,2.0,5.0,80.0,85.0,1.0,0
deepseek/deepseek-v3.2,T2,C10,p3,0.4,t04,sadness,5,5,19.0,20.0,6.63325,55.0,10.0,30.0,5.0,0
deepseek/deepseek-v3.2,T2,C10,p3,0.4,t04,surprise,5,5,89.0,90.0,2.0,5.0,85.0,90.0,1.0,0
deepseek/deepseek-v3.2,T2,C11,p3,0.7,t07,anger,5,5,18.0,20.0,5.09902,32.5,10.0,25.0,4.0,0
deepseek/deepseek-v3.2,T2,C11,p3,0.7,t07,interest,5,5,79.0,80.0,5.830952,42.5,70.0,85.0,5.0,0
deepseek/deepseek-v3.2,T2,C11,p3,0.7,t07,sadness,5,5,14.0,10.0,8.602325,92.5,5.0,30.0,6.0,0
deepseek/deepseek-v3.2,T2,C11,p3,0.7,t07,surprise,5,5,81.0,85.0,7.348469,67.5,70.0,90.0,6.0,0
deepseek/deepseek-v3.2,T2,C12,p3,0.9,t09,anger,5,5,18.0,10.0,14.3527,257.5,5.0,40.0,12.0,0
deepseek/deepseek-v3.2,T2,C12,p3,0.9,t09,interest,5,5,78.0,80.0,7.483315,70.0,65.0,85.0,6.0,0
deepseek/deepseek-v3.2,T2,C12,p3,0.9,t09,sadness,5,5,19.0,20.0,8.0,80.0,10.0,30.0,7.0,0
deepseek/deepseek-v3.2,T2,C12,p3,0.9,t09,surprise,5,5,84.0,80.0,7.348469,67.5,75.0,95.0,6.0,0
deepseek/deepseek-v3.2,T2,C13,p4,0.1,t01,anger,5,5,13.0,10.0,9.797959,120.0,0.0,30.0,7.0,0
deepseek/deepseek-v3.2,T2,C13,p4,0.1,t01,interest,5,5,59.0,65.0,9.69536,117.5,45.0,70.0,8.0,0
deepseek/deepseek-v3.2,T2,C13,p4,0.1,t01,sadness,5,5,3.0,0.0,4.0,20.0,0.0,10.0,3.0,0
deepseek/deepseek-v3.2,T2,C13,p4,0.1,t01,surprise,5,5,70.0,70.0,6.324555,50.0,60.0,80.0,4.0,0
deepseek/deepseek-v3.2,T2,C14,p4,0.4,t04,anger,5,5,5.0,5.0,4.472136,25.0,0.0,10.0,4.0,0
deepseek/deepseek-v3.2,T2,C14,p4,0.4,t04,interest,5,5,64.0,65.0,2.0,5.0,60.0,65.0,1.0,0
deepseek/deepseek-v3.2,T2,C14,p4,0.4,t04,sadness,5,5,1.0,0.0,2.0,5.0,0.0,5.0,1.0,0
deepseek/deepseek-v3.2,T2,C14,p4,0.4,t04,surprise,5,5,70.0,70.0,6.324555,50.0,60.0,80.0,4.0,0
deepseek/deepseek-v3.2,T2,C15,p4,0.7,t07,anger,5,5,4.0,0.0,4.898979,30.0,0.0,10.0,4.0,0
deepseek/deepseek-v3.2,T2,C15,p4,0.7,t07,interest,5,5,63.0,65.0,2.44949,7.5,60.0,65.0,2.0,0
deepseek/deepseek-v3.2,T2,C15,p4,0.7,t07,sadness,5,5,1.0,0.0,2.0,5.0,0.0,5.0,1.0,0
deepseek/deepseek-v3.2,T2,C15,p4,0.7,t07,surprise,5,5,71.0,70.0,2.0,5.0,70.0,75.0,1.0,0
deepseek/deepseek-v3.2,T2,C16,p4,0.9,t09,anger,5,5,7.0,5.0,5.09902,32.5,0.0,15.0,4.0,0
deepseek/deepseek-v3.2,T2,C16,p4,0.9,t09,interest,5,5,65.0,65.0,3.162278,12.5,60.0,70.0,2.0,0
deepseek/deepseek-v3.2,T2,C16,p4,0.9,t09,sadness,5,5,2.0,0.0,2.44949,7.5,0.0,5.0,2.0,0
deepseek/deepseek-v3.2,T2,C16,p4,0.9,t09,surprise,5,5,74.0,75.0,3.741657,17.5,70.0,80.0,3.0,0
deepseek/deepseek-v3.2,T3,C01,p1,0.1,t01,anger,5,5,24.0,20.0,4.898979,30.0,20.0,30.0,4.0,0
deepseek/deepseek-v3.2,T3,C01,p1,0.1,t01,interest,5,5,69.0,70.0,3.741657,17.5,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T3,C01,p1,0.1,t01,sadness,5,5,45.0,40.0,10.0,125.0,40.0,65.0,5.0,0
deepseek/deepseek-v3.2,T3,C01,p1,0.1,t01,surprise,5,5,70.0,70.0,5.477226,37.5,65.0,80.0,4.0,0
deepseek/deepseek-v3.2,T3,C02,p1,0.4,t04,anger,5,5,28.0,30.0,11.661904,170.0,10.0,40.0,10.0,0
deepseek/deepseek-v3.2,T3,C02,p1,0.4,t04,interest,5,5,67.0,65.0,2.44949,7.5,65.0,70.0,2.0,0
deepseek/deepseek-v3.2,T3,C02,p1,0.4,t04,sadness,5,5,55.0,40.0,18.439089,425.0,40.0,80.0,15.0,0
deepseek/deepseek-v3.2,T3,C02,p1,0.4,t04,surprise,5,5,68.0,70.0,2.44949,7.5,65.0,70.0,2.0,0
deepseek/deepseek-v3.2,T3,C03,p1,0.7,t07,anger,5,5,32.0,25.0,13.638182,232.5,20.0,55.0,11.0,0
deepseek/deepseek-v3.2,T3,C03,p1,0.7,t07,interest,5,5,68.0,70.0,2.44949,7.5,65.0,70.0,2.0,0
deepseek/deepseek-v3.2,T3,C03,p1,0.7,t07,sadness,5,5,55.0,60.0,17.320508,375.0,30.0,75.0,15.0,0
deepseek/deepseek-v3.2,T3,C03,p1,0.7,t07,surprise,5,5,62.0,65.0,11.661904,170.0,40.0,75.0,7.0,0
deepseek/deepseek-v3.2,T3,C04,p1,0.9,t09,anger,5,5,29.0,30.0,10.198039,130.0,15.0,40.0,9.0,0
deepseek/deepseek-v3.2,T3,C04,p1,0.9,t09,interest,5,5,75.0,75.0,5.477226,37.5,70.0,85.0,4.0,0
deepseek/deepseek-v3.2,T3,C04,p1,0.9,t09,sadness,5,5,59.0,60.0,16.248077,330.0,30.0,80.0,11.0,0
deepseek/deepseek-v3.2,T3,C04,p1,0.9,t09,surprise,5,5,71.0,70.0,5.830952,42.5,65.0,80.0,5.0,0
deepseek/deepseek-v3.2,T3,C05,p2,0.1,t01,anger,5,5,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0
deepseek/deepseek-v3.2,T3,C05,p2,0.1,t01,interest,5,5,74.0,75.0,2.0,5.0,70.0,75.0,1.0,0
deepseek/deepseek-v3.2,T3,C05,p2,0.1,t01,sadness,5,5,77.0,80.0,6.0,45.0,65.0,80.0,3.0,0
deepseek/deepseek-v3.2,T3,C05,p2,0.1,t01,surprise,5,5,62.0,60.0,2.44949,7.5,60.0,65.0,2.0,0
deepseek/deepseek-v3.2,T3,C06,p2,0.4,t04,anger,5,5,32.0,40.0,9.797959,120.0,20.0,40.0,8.0,0
deepseek/deepseek-v3.2,T3,C06,p2,0.4,t04,interest,5,5,70.0,70.0,4.472136,25.0,65.0,75.0,4.0,0
deepseek/deepseek-v3.2,T3,C06,p2,0.4,t04,sadness,5,5,79.0,80.0,3.741657,17.5,75.0,85.0,3.0,0
deepseek/deepseek-v3.2,T3,C06,p2,0.4,t04,surprise,5,5,54.0,60.0,11.575837,167.5,40.0,65.0,10.0,0
deepseek/deepseek-v3.2,T3,C07,p2,0.7,t07,anger,5,5,34.0,40.0,8.0,80.0,20.0,40.0,6.0,0
deepseek/deepseek-v3.2,T3,C07,p2,0.7,t07,interest,5,5,72.0,75.0,4.0,20.0,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T3,C07,p2,0.7,t07,sadness,5,5,76.0,80.0,8.602325,92.5,60.0,85.0,6.0,0
deepseek/deepseek-v3.2,T3,C07,p2,0.7,t07,surprise,5,5,59.0,65.0,9.69536,117.5,40.0,65.0,6.0,0
deepseek/deepseek-v3.2,T3,C08,p2,0.9,t09,anger,5,5,45.0,40.0,21.908902,600.0,15.0,70.0,19.0,0
deepseek/deepseek-v3.2,T3,C08,p2,0.9,t09,interest,5,5,69.0,65.0,4.898979,30.0,65.0,75.0,4.0,0
deepseek/deepseek-v3.2,T3,C08,p2,0.9,t09,sadness,5,5,66.0,70.0,18.814888,442.5,30.0,85.0,12.0,0
deepseek/deepseek-v3.2,T3,C08,p2,0.9,t09,surprise,5,5,45.0,40.0,11.83216,175.0,30.0,65.0,9.0,0
deepseek/deepseek-v3.2,T3,C09,p3,0.1,t01,anger,5,5,50.0,40.0,12.247449,187.5,40.0,65.0,10.0,0
deepseek/deepseek-v3.2,T3,C09,p3,0.1,t01,interest,5,5,81.0,85.0,4.898979,30.0,75.0,85.0,4.0,0
deepseek/deepseek-v3.2,T3,C09,p3,0.1,t01,sadness,5,5,86.0,85.0,3.741657,17.5,80.0,90.0,3.0,0
deepseek/deepseek-v3.2,T3,C09,p3,0.1,t01,surprise,5,5,69.0,70.0,5.830952,42.5,60.0,75.0,5.0,0
deepseek/deepseek-v3.2,T3,C10,p3,0.4,t04,anger,5,5,44.0,40.0,13.56466,230.0,30.0,70.0,8.0,0
deepseek/deepseek-v3.2,T3,C10,p3,0.4,t04,interest,5,5,77.0,75.0,4.0,20.0,75.0,85.0,2.0,0
deepseek/deepseek-v3.2,T3,C10,p3,0.4,t04,sadness,5,5,85.0,85.0,3.162278,12.5,80.0,90.0,2.0,0
deepseek/deepseek-v3.2,T3,C10,p3,0.4,t04,surprise,5,5,68.0,65.0,4.0,20.0,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T3,C11,p3,0.7,t07,anger,5,5,31.0,30.0,8.0,80.0,20.0,40.0,7.0,0
deepseek/deepseek-v3.2,T3,C11,p3,0.7,t07,interest,5,5,79.0,80.0,5.830952,42.5,70.0,85.0,5.0,0
deepseek/deepseek-v3.2,T3,C11,p3,0.7,t07,sadness,5,5,79.0,90.0,19.595918,480.0,40.0,90.0,11.0,0
deepseek/deepseek-v3.2,T3,C11,p3,0.7,t07,surprise,5,5,72.0,70.0,8.124038,82.5,60.0,85.0,6.0,0
deepseek/deepseek-v3.2,T3,C12,p3,0.9,t09,anger,5,5,44.0,40.0,18.547237,430.0,20.0,70.0,16.0,0
deepseek/deepseek-v3.2,T3,C12,p3,0.9,t09,interest,5,5,73.0,70.0,8.124038,82.5,65.0,85.0,7.0,0
deepseek/deepseek-v3.2,T3,C12,p3,0.9,t09,sadness,5,5,81.0,85.0,13.190906,217.5,55.0,90.0,8.0,0
deepseek/deepseek-v3.2,T3,C12,p3,0.9,t09,surprise,5,5,58.0,65.0,19.646883,482.5,30.0,80.0,17.0,0
deepseek/deepseek-v3.2,T3,C13,p4,0.1,t01,anger,5,5,15.0,10.0,11.401754,162.5,5.0,35.0,9.0,0
deepseek/deepseek-v3.2,T3,C13,p4,0.1,t01,interest,5,5,44.0,40.0,11.135529,155.0,35.0,65.0,8.0,0
deepseek/deepseek-v3.2,T3,C13,p4,0.1,t01,sadness,5,5,28.0,20.0,19.390719,470.0,10.0,60.0,16.0,0
deepseek/deepseek-v3.2,T3,C13,p4,0.1,t01,surprise,5,5,31.0,30.0,9.165151,105.0,15.0,40.0,7.0,0
deepseek/deepseek-v3.2,T3,C14,p4,0.4,t04,anger,5,5,6.0,5.0,2.0,5.0,5.0,10.0,1.0,0
deepseek/deepseek-v3.2,T3,C14,p4,0.4,t04,interest,5,5,41.0,40.0,2.0,5.0,40.0,45.0,1.0,0
deepseek/deepseek-v3.2,T3,C14,p4,0.4,t04,sadness,5,5,11.0,10.0,2.0,5.0,10.0,15.0,1.0,0
deepseek/deepseek-v3.2,T3,C14,p4,0.4,t04,surprise,5,5,21.0,20.0,8.0,80.0,10.0,30.0,7.0,0
deepseek/deepseek-v3.2,T3,C15,p4,0.7,t07,anger,5,5,21.0,15.0,22.671568,642.5,0.0,65.0,14.0,0
deepseek/deepseek-v3.2,T3,C15,p4,0.7,t07,interest,5,5,45.0,40.0,10.488088,137.5,35.0,65.0,7.0,0
deepseek/deepseek-v3.2,T3,C15,p4,0.7,t07,sadness,5,5,23.0,20.0,18.05547,407.5,0.0,55.0,13.0,0
deepseek/deepseek-v3.2,T3,C15,p4,0.7,t07,surprise,5,5,28.0,30.0,7.483315,70.0,20.0,40.0,6.0,0
deepseek/deepseek-v3.2,T3,C16,p4,0.9,t09,anger,5,5,15.0,10.0,11.401754,162.5,5.0,35.0,9.0,0
deepseek/deepseek-v3.2,T3,C16,p4,0.9,t09,interest,5,5,46.0,45.0,8.602325,92.5,35.0,60.0,7.0,0
deepseek/deepseek-v3.2,T3,C16,p4,0.9,t09,sadness,5,5,20.0,10.0,20.248457,512.5,5.0,60.0,12.0,0
deepseek/deepseek-v3.2,T3,C16,p4,0.9,t09,surprise,5,5,18.0,15.0,8.124038,82.5,10.0,30.0,7.0,0
google/gemini-2.5-pro,T1,C01,p1,0.1,t01,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
google/gemini-2.5-pro,T1,C01,p1,0.1,t01,interest,5,5,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
google/gemini-2.5-pro,T1,C01,p1,0.1,t01,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
google/gemini-2.5-pro,T1,C01,p1,0.1,t01,surprise,5,5,48.0,50.0,4.0,20.0,40.0,50.0,2.0,0
google/gemini-2.5-pro,T1,C02,p1,0.4,t04,anger,5,5,2.0,0.0,4.0,20.0,0.0,10.0,2.0,0
google/gemini-2.5-pro,T1,C02,p1,0.4,t04,interest,5,5,74.0,70.0,4.898979,30.0,70.0,80.0,4.0,0
google/gemini-2.5-pro,T1,C02,p1,0.4,t04,sadness,5,5,2.0,0.0,4.0,20.0,0.0,10.0,2.0,0
google/gemini-2.5-pro,T1,C02,p1,0.4,t04,surprise,5,5,50.0,50.0,6.324555,50.0,40.0,60.0,4.0,0
google/gemini-2.5-pro,T1,C03,p1,0.7,t07,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
google/gemini-2.5-pro,T1,C03,p1,0.7,t07,interest,5,5,72.0,75.0,6.78233,57.5,60.0,80.0,5.0,0
google/gemini-2.5-pro,T1,C03,p1,0.7,t07,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
google/gemini-2.5-pro,T1,C03,p1,0.7,t07,surprise,5,5,50.0,50.0,8.944272,100.0,40.0,60.0,8.0,0
